"RMSE","R2","RMSE.1","R2.1","RMSE.2","R2.2","RMSE.3","R2.3","RMSE.4","R2.4","RMSE.5","R2.5","RMSE.6","R2.6","RMSE.7","R2.7"
1.12698388781296,0.98286049192455,0.233039340264906,0.923190879662643,0.513286842680846,0.994833947385399,0.489675076227296,0.969687907045255,0.39363815979569,0.995948457556238,0.670811706906156,0.978777419744811,0.250749638074793,0.947948887098796,0.638901774976855,0.947663068998269
